Accession,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_001127576,8,5,3,3,2.0,219.0,63.57142857142857,272.0,100.2,259.0,105.25,1.18708504991,0.9086942066237143,1.07603420911,0.8985230292558001,1.19534956017,0.83814317902275,True
NM_001128084,25,16,8,3,1.96,225.0,75.11764705882354,194.0,59.0,191.0,71.3529411764706,1.17266247371,0.8955878659088236,1.23015433466,0.8602010470512,1.47905430062,0.899014189179647,True
NM_001128096,73,52,36,3,2.2054794520547945,607.0,164.3090909090909,605.0,172.78846153846155,780.0,173.7962962962963,1.32088834315,0.8684487188291272,1.32336929708,0.8964184615997308,1.30900505057,0.8780327379122963,True
NM_001128151,26,14,6,3,1.7692307692307692,123.0,40.833333333333336,116.0,49.0,105.0,49.38461538461539,1.41308364843,0.9396409143562777,1.39876939075,0.9092629614326,1.5063849252,0.8892566710023077,True
NM_001128169,4,3,1,3,2.0,37.0,28.666666666666668,79.0,38.0,63.0,35.5,1.09588715421,0.8344219567033333,1.13987465218,1.0616930643243334,1.28243385546,0.971998546809,True
NM_001128307,4,2,1,3,1.75,34.0,25.333333333333332,13.0,12.0,48.0,39.0,1.30519669555,1.0534194247503332,0.585952618304,0.5630783803465,1.18603062168,1.11441820262,True
NM_001128597,2,1,1,3,2.0,50.0,50.0,34.0,24.0,23.0,23.0,0.88256329538,0.88256329538,0.876005765643,0.762627060257,0.646090505061,0.646090505061,True
NM_001128605,4,1,1,3,1.5,55.0,55.0,58.0,34.0,38.0,38.0,1.26207651009,1.26207651009,1.03972077084,0.9166840904010001,0.553266155663,0.553266155663,True
NM_001128609,7,5,3,3,2.142857142857143,44.0,30.0,63.0,36.5,92.0,38.42857142857143,1.32948181668,1.07337570332125,1.03686505581,0.93122480676775,1.0510945365,0.7814153903804285,True
NM_001129787,8,4,3,3,1.875,78.0,31.5,53.0,36.333333333333336,77.0,46.75,1.09657543426,0.974713582898,1.10938252266,0.7574062887863334,1.14249790467,0.7728361981945,True
NM_001129999,1,1,0,2,2.0,21.0,21.0,28.0,28.0,,,0.982900727715,0.982900727715,1.18928816799,1.18928816799,,,True
NM_001130149,31,21,12,3,2.064516129032258,599.0,100.33333333333333,492.0,87.36363636363636,621.0,98.52380952380952,1.18736400014,0.8983803611910001,1.45852586854,0.9651527128584999,1.38059652254,0.9488404822169046,True
NM_001130150,7,3,2,3,1.7142857142857142,72.0,41.166666666666664,37.0,29.666666666666668,102.0,56.333333333333336,1.01997566794,0.860558456428,0.958643487602,0.7690534530750001,0.956044380967,0.8323770211323334,True
NM_001130166,20,11,4,3,1.75,61.0,31.636363636363637,67.0,28.714285714285715,68.0,38.7,1.30873262656,0.9534508554158182,1.3315790948,0.9012440037489285,1.18277959925,0.8550553389214001,True
NM_001130408,17,13,9,3,2.2941176470588234,1240.0,356.0,1402.0,330.7857142857143,1555.0,345.5,1.30933341379,0.9333695158730909,1.16289098043,0.8575661568947857,1.17729574342,0.8729104679562143,True
NM_001130444,4,2,2,3,2.0,85.0,50.666666666666664,49.0,42.666666666666664,56.0,54.0,1.00424247305,0.8191779615513334,0.847121522171,0.7020247508843335,1.02241097483,0.8420754129325001,True
NM_001130479,12,6,4,3,1.8333333333333333,54.0,28.285714285714285,81.0,26.333333333333332,108.0,49.333333333333336,1.06431540391,0.8786467293841429,1.04240685011,0.7840413715018889,1.2856753204,0.9226765279375,True
NM_001130868,20,14,4,3,1.9,208.0,103.41666666666667,275.0,121.42857142857143,352.0,112.41666666666667,1.09284979174,0.84675485491175,1.03204080394,0.8002752753673572,1.32088834315,0.8137195057904166,True
NM_001134384,4,0,0,1,1.0,15.0,11.0,17.0,17.0,,,1.04375703633,0.991227627448,0.923840705631,0.923840705631,,,True
NM_001134385,2,2,1,3,2.5,17.0,17.0,17.0,17.0,16.0,16.0,0.677908725644,0.641853112508,1.07338362034,1.07338362034,1.06095815044,1.0176364516545,True
NM_001134457,4,3,1,3,2.0,104.0,62.0,98.0,53.666666666666664,95.0,71.0,1.0805276266,0.88256524667,1.06967951631,0.8773558842436667,1.05046111265,0.9716311629766667,True
NM_001134465,12,7,4,3,1.9166666666666667,43.0,20.125,66.0,33.0,81.0,26.22222222222222,1.00407613873,0.84924248637025,0.973253121132,0.7851167798455,1.30914479809,0.8795273266856667,True
NM_001134480,1,1,1,3,3.0,26.0,26.0,39.0,39.0,19.0,19.0,0.925129083572,0.925129083572,0.830517825287,0.830517825287,0.658109987543,0.658109987543,True
NM_001134692,1,1,0,2,2.0,34.0,34.0,,,15.0,15.0,0.956044380967,0.956044380967,,,0.579915171418,0.579915171418,True
NM_001134717,2,2,1,3,2.5,251.0,251.0,360.0,186.5,296.0,154.5,0.902908502954,0.902908502954,1.0579054247,0.927138160176,1.01009975935,0.832737296656,True
NM_001134829,31,25,13,3,2.225806451612903,310.0,85.13636363636364,282.0,79.26086956521739,342.0,75.29166666666667,1.47516905741,0.9996358912576363,1.37416695426,0.9503248576095217,1.44876419655,0.8634896825442083,True
NM_001134902,8,4,4,3,2.0,138.0,81.8,187.0,64.0,179.0,94.4,1.03619878482,0.8314106234372,1.04034590106,0.8566186540643334,1.05935826324,0.7936091100718,True
NM_001135192,4,4,0,2,2.0,35.0,31.0,32.0,27.333333333333332,23.0,18.333333333333332,0.952559443391,0.8127855552,1.02096076986,0.8536570798633334,0.822344917393,0.6926090808573333,True
NM_001135198,3,0,0,1,1.0,16.0,14.0,,,6.0,6.0,0.887694275799,0.8846132684935,,,1.01140426471,1.01140426471,True
NM_001135577,3,2,1,3,2.0,36.0,29.333333333333332,19.0,19.0,51.0,36.0,1.03893900263,0.8488314974036667,0.809205473228,0.809205473228,1.00050300364,0.8325157211475,True
NM_001136058,5,3,2,3,2.0,84.0,61.5,41.0,34.0,112.0,46.25,1.45942448303,1.191666681998,1.02114808321,0.9527840666465,1.36947734616,1.05904211007475,True
NM_001136067,5,3,1,3,1.8,54.0,33.0,46.0,28.333333333333332,32.0,27.333333333333332,1.28693393972,1.21316868501,1.24974954166,0.9930261466803333,1.14593455575,1.0726464324563334,True
NM_001136069,12,10,6,3,2.3333333333333335,831.0,265.625,842.0,213.36363636363637,847.0,233.11111111111111,1.20310912476,0.89287898451625,1.18681684946,0.8777089523248182,1.45270638809,0.9029355947283333,True
NM_001136075,1,0,0,1,1.0,,,12.0,12.0,,,,,0.959614793912,0.959614793912,,,True
NM_001136090,3,0,0,1,1.0,,,34.0,27.0,15.0,15.0,,,0.856840995039,0.8332526561115,1.08518861297,1.08518861297,True
NM_001136471,2,1,1,3,2.0,20.0,19.0,19.0,19.0,53.0,53.0,0.997271523182,0.7634888611199999,1.08707415554,1.08707415554,0.981380313396,0.981380313396,True
NM_001141921,7,5,1,3,1.8571428571428572,38.0,25.0,40.0,22.2,17.0,12.0,0.990835386444,0.849583853561,1.07520949634,0.7445518975884,1.06094424079,0.8468317786385,True
NM_001142322,9,3,0,2,1.3333333333333333,20.0,12.875,32.0,23.0,20.0,20.0,1.08889997535,0.954840102882625,1.09762506119,0.8408815822243333,1.0805276266,1.0805276266,True
NM_001142357,4,2,0,2,1.5,28.0,28.0,95.0,95.0,68.0,29.0,1.03158371949,1.03158371949,0.591029413126,0.591029413126,1.07101854241,0.9882504510445,True
NM_001142410,4,2,1,3,1.75,38.0,29.0,38.0,32.333333333333336,36.0,26.0,1.33130941501,1.1146275699335,1.05642421986,0.9147491128706666,0.947057152283,0.7812777172795,True
NM_001142570,1,0,0,1,1.0,,,,,22.0,22.0,,,,,1.04125973352,1.04125973352,True
NM_001142642,3,1,0,2,1.3333333333333333,,,23.0,20.5,19.0,15.5,,,1.08930967896,0.9475685790085,0.823959216501,0.669306190965,True
NM_001142681,2,1,0,2,1.5,81.0,81.0,22.0,22.0,150.0,150.0,1.09047391356,1.09047391356,0.819229999702,0.819229999702,0.622140876339,0.622140876339,True
NM_001142745,1,0,0,1,1.0,,,36.0,36.0,,,,,0.944407502781,0.944407502781,,,True
NM_001142916,21,12,6,3,1.8571428571428572,136.0,45.07142857142857,180.0,51.0,143.0,52.36363636363637,1.3006884568,0.9553067720715714,1.59883999188,0.919441264988,1.16479980302,0.9373468498237273,True
NM_001142939,4,2,1,3,1.75,23.0,13.333333333333334,17.0,16.5,32.0,26.0,1.09861228867,1.0465973038876666,0.677494404449,0.619914774534,0.900256051269,0.731295597944,True
NM_001142950,19,16,7,3,2.210526315789474,886.0,223.23076923076923,826.0,196.35714285714286,704.0,164.0,1.16015809163,0.869098668544,1.05685760955,0.8453722731827857,1.22289432095,0.7867043719442667,True
NM_001143689,5,1,0,2,1.2,20.0,10.333333333333334,,,50.0,27.0,1.09861228867,1.0757443449533335,,,1.09669266331,0.9111962653919999,True
NM_001143848,1,0,0,1,1.0,,,,,21.0,21.0,,,,,1.20772398184,1.20772398184,True
NM_001144855,2,2,0,2,2.0,,,9.0,6.0,25.0,23.0,,,0.636514168295,0.636514168295,1.07101854241,1.069688440645,True
NM_001145198,3,1,0,2,1.3333333333333333,71.0,49.0,13.0,13.0,22.0,22.0,0.925786855908,0.7924696798655,0.858740913006,0.858740913006,0.96667483032,0.96667483032,True
NM_001145433,2,0,0,1,1.0,62.0,62.0,,,,,0.934401099281,0.8950852551235,,,,,True
NM_001145552,2,2,0,2,2.0,24.0,24.0,54.0,29.5,15.0,15.0,1.00546682933,1.00546682933,0.673011667009,0.6479553603349999,1.04375703633,1.04375703633,True
NM_001145803,1,0,0,1,1.0,,,12.0,12.0,,,,,0.918427784993,0.918427784993,,,True
NM_001145820,29,20,11,3,2.0689655172413794,227.0,59.76190476190476,137.0,65.0625,151.0,46.0,1.33980612126,0.9095798809690476,1.247425794,0.82910734508225,1.45692757923,0.8608864896025218,True
NM_001145831,6,3,1,3,1.6666666666666667,58.0,34.333333333333336,46.0,35.333333333333336,26.0,17.0,1.06748620013,0.9760360032576667,1.09232861275,1.0245239554513332,1.33217904021,1.0117452882885,True
NM_001145863,1,1,0,2,2.0,7.0,7.0,36.0,36.0,,,0.598269588585,0.598269588585,0.903288526647,0.903288526647,,,True
NM_001145884,17,10,7,3,2.0,419.0,128.54545454545453,520.0,92.66666666666667,552.0,152.375,1.4186019662,0.9381578310097273,1.33812186939,1.0204674058948666,1.46126745496,1.028033745731125,True
NM_001145898,2,1,0,2,1.5,19.0,11.0,,,28.0,28.0,1.09861228867,1.0592387514750001,,,0.562335144619,0.562335144619,True
NM_001145924,3,0,0,1,1.0,48.0,20.666666666666668,,,,,1.01140426471,0.9873578286033333,,,,,True
NM_001145949,8,6,2,3,2.0,73.0,42.166666666666664,101.0,39.0,68.0,47.2,1.05335664914,0.9379344161671667,0.906223298777,0.6926852781334001,1.28543853093,0.8992513044668,True
NM_001145953,1,0,0,1,1.0,,,18.0,18.0,,,,,0.936888307539,0.936888307539,,,True
NM_001146007,1,1,0,2,2.0,,,39.0,39.0,36.0,36.0,,,0.690185676019,0.690185676019,0.980989682445,0.980989682445,True
NM_001146012,2,1,0,2,1.5,,,6.0,5.0,5.0,5.0,,,1.03972077084,0.9536419996605,0.673011667009,0.673011667009,True
NM_001146043,12,6,3,3,1.75,87.0,33.25,78.0,31.166666666666668,66.0,37.0,1.31386437666,1.028993514515125,1.07952957333,0.8610209140706667,1.31990996413,0.9505905809177142,True
NM_001146049,1,0,0,1,1.0,21.0,21.0,,,,,1.0917862381,1.0917862381,,,,,True
NM_001146057,6,3,2,3,1.8333333333333333,88.0,41.833333333333336,44.0,28.333333333333332,39.0,27.0,1.32053724849,0.976488240713,0.907535294105,0.705556394915,0.636514168295,0.581881223443,True
NM_001146060,1,0,0,1,1.0,,,14.0,14.0,,,,,0.892117870819,0.892117870819,,,True
NM_001146081,6,2,1,3,1.5,48.0,42.5,48.0,36.333333333333336,31.0,24.0,1.07158492482,0.836754448276,1.33659457524,1.1195385457113334,0.955699891113,0.85170112324825,True
NM_001146085,17,12,5,3,2.0,268.0,64.36363636363636,246.0,61.3,278.0,69.07692307692308,1.19818520081,0.9000542852460001,1.35105663544,0.9700696575912999,1.2326432845,0.852404789625,True
NM_001146100,8,3,1,3,1.5,22.0,18.0,40.0,26.333333333333332,33.0,24.0,1.08436295087,1.07454868991,1.12251763706,0.9241479948425,0.971343023498,0.8392172246883334,True
NM_001146292,5,3,1,3,1.8,84.0,31.8,42.0,33.0,103.0,59.5,1.15743943428,0.9390481959972,1.09339030648,0.821831556722,0.685314207276,0.6004946897385,True
NM_001146308,7,5,3,3,2.142857142857143,54.0,27.4,39.0,27.6,46.0,28.0,1.09478022601,0.9037393512617999,1.36272062093,0.9810636991182001,1.31512010986,1.0554262622454,True
NM_001146311,1,1,1,3,3.0,19.0,19.0,17.0,17.0,15.0,15.0,0.878525099127,0.878525099127,1.20068456234,1.20068456234,0.500402423538,0.500402423538,True
NM_001146318,6,2,1,3,1.5,39.0,21.75,16.0,13.666666666666666,19.0,17.5,0.985593952329,0.920721702097,1.08889997535,0.8217124973133334,1.09588715421,0.7892323596935,True
NM_001146350,2,1,0,2,1.5,20.0,20.0,,,17.0,13.0,1.0805276266,1.0805276266,,,0.958691859325,0.9036887085255,True
NM_001146707,38,27,17,3,2.1578947368421053,2759.0,403.44444444444446,2771.0,405.7037037037037,3283.0,440.9642857142857,1.2975418854,0.827023847160963,1.44380155911,0.9224743093017037,1.30975434164,0.8782448223353571,True
NM_001159288,19,12,6,3,1.9473684210526316,260.0,76.64285714285714,189.0,72.77777777777777,148.0,49.642857142857146,1.16127039218,0.8431342044910001,1.31530071063,0.9102452492448888,1.07755632707,0.8762855581374286,True
NM_001159328,10,4,2,3,1.6,184.0,66.0,167.0,60.833333333333336,237.0,71.4,1.178047722,0.9851477698722,1.03619878482,0.8531125354486667,1.21817031638,1.0135636359098001,True
NM_001159344,1,1,0,2,2.0,13.0,13.0,,,5.0,5.0,1.09283055353,1.09283055353,,,0.673011667009,0.673011667009,True
NM_001159361,4,4,2,3,2.5,32.0,21.75,31.0,16.25,35.0,26.5,1.05384371021,0.74091068329775,1.04375703633,0.8826089683875,1.27237598309,1.063395482345,True
NM_001159404,10,4,2,3,1.6,84.0,29.0,99.0,36.666666666666664,58.0,30.6,1.11245658248,0.9664683152636,1.08682535982,0.9038515564291667,1.15677722819,0.8674670623156,True
NM_001159407,3,2,0,2,1.6666666666666667,27.0,18.5,27.0,24.0,34.0,34.0,0.673011667009,0.6013589330335,1.28267365258,1.152378351695,1.19457678566,1.19457678566,True
NM_001159417,2,0,0,1,1.0,10.0,10.0,6.0,6.0,,,1.02965301406,1.02965301406,0.867563228481,0.867563228481,,,True
NM_001159492,16,10,3,3,1.8125,131.0,44.44444444444444,51.0,36.875,63.0,34.083333333333336,1.35767654856,0.9644895215935555,1.35687358963,1.0174404164525,1.32151935627,0.8863784757456666,True
NM_001159500,24,15,7,3,1.9166666666666667,200.0,89.46153846153847,202.0,92.4375,203.0,76.29411764705883,1.15163763449,0.9232237655150001,1.04095031328,0.863886243629125,1.26096848853,0.8295123756545882,True
NM_001159502,14,6,2,3,1.5714285714285714,122.0,38.0,60.0,24.7,75.0,40.666666666666664,1.20479330969,0.9266730864341112,1.5236208972,1.0220111666032001,1.20192748746,0.9499278256133333,True
NM_001159519,31,15,9,3,1.7741935483870968,239.0,57.27272727272727,265.0,65.23529411764706,404.0,69.0,1.27703425947,0.9228701105598183,1.19562543132,0.9000983875661177,1.14905969697,0.88837606024175,True
NM_001159529,18,13,6,3,2.0555555555555554,176.0,79.15384615384616,151.0,86.41666666666667,122.0,67.66666666666667,1.19539826024,0.8447953530223846,0.993704594555,0.8049780772126667,1.22449135479,0.8537309262514167,True
NM_001159537,7,5,2,3,2.0,42.0,28.75,78.0,41.333333333333336,106.0,34.0,1.05510161817,0.8098420990147499,0.917541210268,0.7806000239223333,1.02965301406,0.829488064993,True
NM_001159551,2,1,0,2,1.5,18.0,18.0,13.0,13.0,5.0,5.0,0.848685557726,0.848685557726,1.01009975935,1.01009975935,0.673011667009,0.673011667009,True
NM_001159571,8,5,2,3,1.875,59.0,32.0,53.0,24.0,30.0,20.166666666666668,0.985429621314,0.8646659369499999,1.30880173703,0.8936804341633332,1.02392879964,0.8912551158466666,True
NM_001159573,15,10,3,3,1.8666666666666667,927.0,196.0,852.0,114.54545454545455,913.0,113.63636363636364,1.18777503483,1.09505044111,1.1039252554,0.9925866804872728,1.28881004699,0.7569413796867273,True
NM_001159595,8,5,3,3,2.0,64.0,40.2,51.0,28.333333333333332,57.0,37.2,0.820799689164,0.6471755369312,1.20049783227,0.9443499712176666,0.933393900908,0.7392067572836,True
NM_001159599,14,8,2,3,1.7142857142857142,84.0,21.3,48.0,21.0,57.0,32.714285714285715,1.35126568507,0.8490534004752,1.03619878482,0.7917389568475715,1.20227880156,0.8829758234670001,True
NM_001159612,1,1,0,2,2.0,29.0,29.0,,,12.0,12.0,0.992508655508,0.992508655508,,,0.562335144619,0.562335144619,True
NM_001159631,2,1,1,3,2.0,20.0,20.0,25.0,25.0,33.0,23.5,0.974570189446,0.974570189446,0.962267836507,0.962267836507,0.979971182083,0.95770347816,True
NM_001159634,43,27,11,3,1.8837209302325582,247.0,44.22857142857143,261.0,54.4,355.0,59.61904761904762,1.34307971907,0.9116332755079715,1.34954778639,0.84589153102796,1.29282851444,0.8064795235453334,True
NM_001159637,13,8,6,3,2.076923076923077,107.0,36.0,167.0,62.5,108.0,49.875,1.47116559674,0.8882071583194545,1.10460874059,0.87355699505575,1.02509391179,0.695218469094375,True
NM_001159889,6,3,1,3,1.6666666666666667,137.0,70.0,55.0,32.0,61.0,50.5,1.09566403554,0.94201304299225,0.99502699018,0.989236423659,1.35370304546,0.8275695281015001,True
NM_001159910,2,1,0,2,1.5,28.0,28.0,38.0,38.0,14.0,14.0,1.01103733606,1.01103733606,0.969182838324,0.969182838324,0.955699891113,0.955699891113,True
NM_001159941,2,0,0,1,1.0,17.0,17.0,,,15.0,15.0,1.05510161817,1.05510161817,,,1.04375703633,1.04375703633,True
NM_001159942,3,2,1,3,2.0,67.0,37.0,47.0,34.5,56.0,37.5,0.971381966965,0.963540929039,0.655481773901,0.6225955443595,1.09588715421,0.8077334966705,True
NM_001159948,12,10,5,3,2.25,190.0,73.0,191.0,78.875,194.0,77.44444444444444,1.22955877336,0.76710711848,1.14767415784,1.01333491522225,1.41063712861,0.8379480447373333,True
NM_001159963,15,4,2,3,1.4,74.0,42.0,103.0,39.55555555555556,75.0,44.833333333333336,1.07005436777,0.8767064355001667,1.03536056068,0.8259258294596666,1.17511371517,0.9146851276791667,True
NM_001159965,13,7,0,2,1.5384615384615385,74.0,26.818181818181817,40.0,27.666666666666668,48.0,30.0,1.07755632707,0.890039277569091,1.07698652205,1.024527010426,1.03274381356,0.7939995486193334,True
NM_001160012,14,7,4,3,1.7857142857142858,151.0,69.11111111111111,118.0,60.714285714285715,105.0,40.888888888888886,1.09735444587,0.8870461214935556,0.969246862578,0.7685176964267143,1.03972077084,0.8291805286202222,True
NM_001160038,21,10,6,3,1.7619047619047619,204.0,98.84615384615384,220.0,91.9,244.0,88.78571428571429,1.29755767129,0.8537129363548461,1.23405867992,0.8461307802454,1.03781460445,0.8894007951428572,True
NM_001160209,6,3,0,2,1.5,48.0,28.75,27.0,19.333333333333332,42.0,27.0,1.05492016799,0.96059277913775,1.06085694716,0.9189498027016666,0.823959216501,0.8029208625290001,True
NM_001160219,46,31,14,3,1.9782608695652173,252.0,71.3,257.0,75.81481481481481,275.0,70.44117647058823,1.31304277228,0.8548132806692333,1.34418433091,0.9395209204794445,1.14306857799,0.8407486687104706,True
NM_001160235,28,15,8,3,1.8214285714285714,187.0,64.44444444444444,163.0,47.8,140.0,47.44444444444444,1.27498450405,0.9098339864727222,1.29689162841,0.9024432502604667,1.31174828187,0.9361632034559444,True
NM_001160330,1,1,1,3,3.0,14.0,14.0,20.0,20.0,12.0,12.0,0.69314718056,0.69314718056,1.06709389488,1.06709389488,0.679193265992,0.679193265992,True
NM_001160356,4,4,2,3,2.5,23.0,13.0,38.0,27.25,14.0,9.5,0.754785495018,0.6752063746542499,1.06085694716,0.91838071070075,0.950270539233,0.734925189182,True
NM_001160399,7,2,0,2,1.2857142857142858,30.0,22.4,40.0,25.0,21.0,21.0,1.05657580441,0.8293746682484,1.02818385933,0.9964100885946666,1.05292256594,1.05292256594,True
NM_001160400,8,5,2,3,1.875,91.0,51.0,82.0,32.5,49.0,23.0,1.15034724244,1.0344036587145,1.12262964791,0.9146778568431667,1.07403970274,0.940457420358,True
NM_001160415,8,3,1,3,1.5,46.0,29.6,45.0,33.5,74.0,49.666666666666664,1.09005965871,1.0386401764681998,0.949724973535,0.75526577157975,1.2127487198,1.0205154817576665,True
NM_001161362,3,1,0,2,1.3333333333333333,38.0,38.0,64.0,40.5,19.0,19.0,1.08519285463,1.08519285463,1.18438301617,1.093561485285,1.05657580441,1.05657580441,True
NM_001161406,4,3,0,2,1.75,19.0,15.666666666666666,26.0,15.333333333333334,4.0,4.0,1.09588715421,1.0684898531233333,0.6829081047,0.6227151329216666,1.03972077084,1.03972077084,True
NM_001161419,4,3,1,3,2.0,87.0,52.666666666666664,68.0,47.333333333333336,34.0,23.0,1.18401759629,1.0433068423423333,1.06014057223,0.9564256066489999,1.02956235266,0.8543778093259999,True
NM_001161432,16,11,4,3,1.9375,329.0,83.58333333333333,228.0,63.333333333333336,325.0,85.5,1.24153441326,0.8538622126015,0.997271523182,0.8567967870661111,1.09005965871,0.9325938726578,True
NM_001161458,7,2,1,3,1.4285714285714286,21.0,18.666666666666668,58.0,33.75,90.0,41.333333333333336,0.881532261188,0.8796029037353333,1.06589121321,0.9156166891205,1.03735479631,0.7804335574213334,True
NM_001161724,4,3,0,2,1.75,15.0,13.5,74.0,48.5,52.0,24.333333333333332,0.690923309314,0.6266292269665,1.30235024283,1.1679211517599999,1.01140426471,0.8532781696103333,True
NM_001161767,6,3,2,3,1.8333333333333333,49.0,32.0,47.0,36.5,47.0,40.0,1.20473251067,0.9953876960729999,1.09588715421,0.894177565865,0.823454649627,0.760490165325,True
NM_001161798,1,0,0,1,1.0,20.0,20.0,,,,,0.997271523182,0.997271523182,,,,,True
NM_001161817,36,17,10,3,1.75,340.0,70.76190476190476,241.0,53.3,334.0,56.45454545454545,1.14185726557,0.9265497062090953,1.48292589007,0.8918191085422,1.3284404969,0.9569275599273183,True
